text,source
['在结婚之前就和女同事在一起了，在和女同事之前她也知道你有女朋友了。看来你魅力不小呀，似乎也有在有意地“展示”自己的魅力。\n我有一个疑问，你和女同事在一起之前的女朋友是否是你现在的老婆？\n你这样周旋在几个女人之间，我不知道你获得的是哪方面的满足？从伦理上来说，这很不道德。心理咨询要求咨询师不作道德评价，这是针对于来访者自身就受到自我良心谴责的情形，但在你这，我似乎没有感觉到这种“道德内疚”反而是一丝“沾沾自喜”。你问自己现在该怎么办。给我的感觉是你似乎不是想解决这个问题，而是想自恋地获得一种两全其美的方法，既不让自己内疚又不想失去眼前的两个女人。说难听点就是想“吃着碗里的，看着锅里的”，,真人
"['嗯，看完了，""我这个人就是这样，或许一开始就错了""。似乎你们现在的状态就是，双方对婚姻都没有信心了，甚至你有点希望他提出分手。似乎在故意激怒他。我看到的是在这个过程中他有努力的改变过，但没能令你满意。你对他的不满渗透到了生活的方方面面，说是行为其实是对这个人不满。这点有偏颇，俗话说得好:女人要哄，男人要捧。似乎在这点上，你们的情商都不高。需要彼此换位思考一下:他的工作性质一定会很忙，和三教九流的人打交道，要高雅文明确实有难度，回到家也是需要感受到温暖和理解。而你，总是缺少陪伴，自然也一肚委屈，加上你又是一个喜欢要求的人，要求又总是得不到满足，所以你很失望，就变得挑剔，你的故意挑剔在一定程度",真人
"['您好，首先想跟你说的是，敏感并且能感知他人的情绪，这是情商高的其中一个表现，而且你在感知他人情绪的基础上，也能感知到自己的情绪，我能大胆猜测你是个细心并且为他人着想的人，或许有的时候还很难说不，很难拒绝别人的帮助和请求，但是这些都会影响到你的情绪～～心理学里有一个abc理论，我也常常以这个理论为基础帮助来访者进行情绪调节，人都会有一个支持生活的信念系统，当某件事情发生，脑海中一般都会自动浮现这个信念系统支撑的想法，而后指导你的行为，所以调节情绪要从源头出发，学着调整自己的信念系统，慢慢指导自己的行为～\n', '短期看来，过多的照顾他人的情绪可以很好的维系双方的关系，可是长期看来却是让自己",真人
"['你的暗示他没有接收到，他接收到的信息是：你希望他鼓励你。于是他便鼓励了你，并且用自己做例子，希望给你起到示范作用。所以在这件事上他很爱你。\n爱的意思是为对方付出，并努力成全对方的期望。\n你们的分歧在于，你希望他用你的思维思考，但他现在恰恰还没有具备这个能力，所以你可以培养他的这种能力。\n具体的方法就是，在他没能正确理解你发出的信号时，及时给予指正，这样男友对你的了解会逐渐增强，慢慢默契感就会提高啦。\n所以两人相处，沟通还是蛮重要的。\n', '楼主想暗示男朋友陪自己去医院，结果男友反而让你自己去，恐怕这个结果让楼主扫兴失望至极。\n不过我好奇的是为什么楼主会通过暗示的方式和男朋友表",真人
"['“孤独”的潜台词是渴望有人能理解你，渴望与他人建立良好的人际关系，似乎你的原生家庭、家人没有给到你足够的爱和安全感，所以在你的“无畏”中又透着一丝悲壮。不知道你是不是在寻找自己内心中缺失的那一块是什么？如果愿意，我可以陪你一起渡过这段不快乐的时期。\n', '你虽然说你是孤独的。但你并不享受孤独。所以你是不快乐的。所以根源就在你的孤独上。其实这个世界还有很多值得留恋的事情。我也是孤独的。但我很享受孤独。当我精神饱满充好电可以去与人交往的时候。和别人也很谈得来。过得也很快乐。你不妨也试试这种办法。 享受孤独主动交流。\n', '从你的描述来看，你应该还不成熟，显然你是一个只知道被爱却不懂爱别",真人
"['楼主如此害怕蛇，这种情况持续了多久？蛇又会让你想到什么呢？\n你说觉得外面都是坏人，特别害怕出门，似乎在你的世界里，随时都会有被危险侵入的恐惧。\n文字的力量过于有限，建议考虑在当地尝试专业心理咨询。\n', '蛇只是一个意象，它代表我们潜意识里压抑的情绪，未获满足的需求，或是某部分的创伤和阴影，它一直积压在你内心的深处，它需要表达，释放，生发，获得新的力量和资源，如果你愿意，欢迎你关注和私信我，我来陪你解读。\n', '对蛇的恐惧只是一种表象，每种表象后都有深层次的含义。蛇这个表层恐惧的背后是对什么的恐惧或者其他情绪呢？这是你可以和咨询师共同探讨的方向！\n', '之前发生过什么特别的事",真人
['你好，听起来，你有很大的委屈。特别希望父亲能理解你，即使不理解，也能尊重你，同时，我能感受到，其实你很爱父亲，很在意他说的话，是这样吗？你很希望能很好的和父亲沟通，希望他变成你心目中理想的父亲的样子。我很理解你的心情。同时，我想告诉你，改变父母是不可能的，任何自认为自己可以改变父母的人，最终一定会和父母两败俱伤。我们所能做的，就是接受父母本来的样子，允许他可以是这样的人，臣服不抗拒才能感到内心的力量，另外一方面，允许和接纳，并不是认同他是对的，你也请父母接受你可以有不同的选择，你不干涉他的命运，也请他不干涉你的，你一方面尊敬父母，另一方面是独立的生命个体，为自己的命运负责。孝顺父母不是体现,真人
"['孩子和你早夕相处，你却不了解他，对他的反应不得其解，与其讨论孩子，还不如先谈论你，在做家长的过程中，你是如何操作的，可以反思一下。当然如果自己反思觉得无法窥破的话，可以找一个擅长亲子关系的老师协助。\n', '3岁是小朋友的第一个逆反期，他要争取独立，给他多一点的空间。孩子自己打自己是自我攻击的一个表现，可能你们平常对他的管教还是严厉了一点，多鼓励少批评，多一点耐心。\n', '孩子自伤是为了表达内心的愤怒，但没办法反抗家长，所以他们就只能把愤怒发泄在自己身上，这本身就是一件让人心痛的事情。做家长的不妨宽容点，少点限制给他，让他体验到自由和宽松。这样他的异常行为相应就减少了。\n', '因",真人
['痛苦的情绪有时候来临了，冲淡了一切快乐和幸福。我知道，这不是懦弱，也不是你的错。只是这一刻，我们无法承受这种痛苦罢了。\n或许你的身边有很多人告诉你，不过是学业压力而已，别人都能熬过去，你为什么不能？能不能坚强一点？但其实，别人又那样的承受能力不代表我们有，现在的情绪和想自杀的冲动也并不是因为我们真的想死，只是因为我们无法再承受痛苦了而已。\n所以，学会减轻自己的痛苦成了重要的一部分。\n1再给自己一点时间。\n就像人在愤怒时会不可抑制地做出许多冲动的事，有时候自杀也有冲动的情绪的推动。再给自己一些时间，我想自杀但不代表我要立刻付诸行动。或许再给自己一些时间，就能看到希望。\n2试着自我同,真人
"['不得不说，此文虽然多次提到敏感词汇，却又多次蜻蜓点水，一笔带过，让读者难以判断作者究竟是在写小黄文还是真是描述真实困惑？给予读者极大想象空间，引起不明观众高昂关注热潮。只谈这点，该给作者的笔法和匠心独运点赞！最后，我只想说，要么找心理医生，要么………注意安全。\n', '如果是假的，那抱歉！我说话狠了点！\n如果是事实，我想说你老人家的心态已经扭曲了！\n有没有考虑过你儿子以后的人生！\n或者说你儿子根本就是个傻逼\n', '你可以去死了，这样祸害和纵容自己的儿子，不要脸，你老公在天之灵不会放过你！乱伦可耻！你怎么不知羞耻呢？一个老女人和自己的亲生骨肉做爱还描述的信誓旦旦！就算你是正常的，",真人
